cast,director,id,budget,genres,imdb_id,original_language,popularity,poster_path,production_companies,release_date,revenue,status,title,imdb_rating
Harrison Ford,Phillip Noyce,9331,62000000.0,Action,0109444,en,7.5132449999999995,/avRDucB3FLf1Xz5532hbOYd1giX.jpg,Paramount Pictures,1994-08-03,215887717.0,Released,Clear and Present Danger,6.4
Susan Sarandon,Joel Schumacher,10731,45000000.0,Drama,0109446,en,15.263829000000001,/bCWpxGGcP9DsCLwfNpnfcl1vLk8.jpg,Regency Enterprises,1994-07-20,117615211.0,Released,The Client,6.4
Brandon Lee,Alex Proyas,9495,15000000.0,Fantasy,0109506,en,15.799335999999998,/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg,Miramax Films,1994-05-11,94000000.0,Released,The Crow,7.3
John Goodman,Brian Levant,888,46000000.0,Fantasy,0109813,en,15.019585999999999,/dnYXJZgstixBsOjF4JJrPCDRd2n.jpg,Universal Pictures,1994-05-26,341631208.0,Released,The Flintstones,5.0
Tom Hanks,Robert Zemeckis,13,55000000.0,Comedy,0109830,en,48.307194,/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,Paramount Pictures,1994-07-06,677945399.0,Released,Forrest Gump,8.2
Hugh Grant,Mike Newell,712,6000000.0,Comedy,0109831,en,8.990345,/md9kMKnLG8LG4pMDM98gy5x4K5L.jpg,Channel Four Films,1994-03-09,254700832.0,Released,Four Weddings and a Funeral,6.6
Nick Nolte,Charles Shyer,10879,45000000.0,Action,0110093,en,3.570874,/kOiWROfIm3Drk4EHr4XdNKNk5oZ.jpg,Caravan Pictures,1994-06-29,61947267.0,Released,I Love Trouble,5.3
Jonathan Taylor Thomas,Roger Allers,8587,45000000.0,Family,0110357,en,21.605760999999998,/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg,Walt Disney Pictures,1994-06-23,788241776.0,Released,The Lion King,8.0
Keanu Reeves,Bernardo Bertolucci,1689,35000000.0,Drama,0107426,en,5.681522,/lXbIlZEisZs2V44YGA6yr4PBHZs.jpg,Miramax Films,1993-12-01,4858139.0,Released,Little Buddha,6.0
Heather Langenkamp,Wes Craven,11596,14000000.0,Horror,0111686,en,9.860522,/oLEZibnraixTE68rTaYv4FEmvYd.jpg,New Line Cinema,1994-10-13,18090181.0,Released,New Nightmare,6.4
Jim Carrey,Chuck Russell,854,23000000.0,Romance,0110475,en,14.134879999999999,/v8x8p441l1Bep8p82pAG6rduBoK.jpg,New Line Cinema,1994-07-29,351583407.0,Released,The Mask,6.6
Leslie Nielsen,Peter Segal,36593,30000000.0,Comedy,0110622,en,10.587232,/k3F8N3jeqXOpm1qjY7mL8O6vdx.jpg,Paramount Pictures,1994-03-18,51132598.0,Released,The Naked Gun 33⅓: The Final Insult,6.4
Winona Ryder,Ben Stiller,2788,11500000.0,Drama,0110950,en,6.5145919999999995,/gbi7dmxPNVqJQpKnHOpZ9dmeWAO.jpg,Universal Pictures,1994-02-18,20079850.0,Released,Reality Bites,6.5
Nicolas Cage,John Dahl,10427,8000000.0,Crime,0105226,en,5.137903,/d1TwyCjnJMKIgMw0CgH2nQsKZAN.jpg,Propaganda Films,1993-07-08,2000000.0,Released,Red Rock West,6.4
Keanu Reeves,Jan de Bont,1637,30000000.0,Action,0111257,en,10.859292,/bDLiyoxdK8mZHaeYVOxMZj7WGkb.jpg,Twentieth Century Fox Film Corporation,1994-06-09,350448145.0,Released,Speed,6.8
Jean-Claude Van Damme,Peter Hyams,8831,27000000.0,Thriller,0111438,en,8.907074,/jCuhVKfj0vvR7iH8D5Aa0Q1ZX8e.jpg,Universal Pictures,1994-09-15,101646581.0,Released,Timecop,5.5
Arnold Schwarzenegger,James Cameron,36955,115000000.0,Action,0111503,en,11.396099000000001,/mTAHr5h5i64hTLqo0cW2X2083Cx.jpg,Twentieth Century Fox Film Corporation,1994-07-14,378882411.0,Released,True Lies,6.8
Kevin Costner,Lawrence Kasdan,12160,63000000.0,Drama,0111756,en,9.277147,/zSGDgcWHqmQxmX4mLJZgT5UgLjj.jpg,Tig Productions,1994-06-24,25052000.0,Released,Wyatt Earp,6.5
Keenen Ivory Wayans,Keenen Ivory Wayans,26352,10000000.0,Action,0110399,en,3.0215259999999997,/2R1vC1krfvX4U7ObdOCtQak2mgY.jpg,Caravan Pictures,1994-11-23,29392418.0,Released,A Low Down Dirty Shame,6.0
Allen Payne,Doug McHenry,22067,7000000.0,Crime,0110186,en,0.912909,/3dYMkjzABC2KRvyHvBjhEg4gaBj.jpg,,1994-09-28,20851521.0,Released,Jason's Lyric,5.9
Jean-Claude Van Damme,Steven E. de Souza,11667,35000000.0,Action,0111301,en,13.584489999999999,/1Q5YdK91oJBXJcbCuZhKXeY4vP1.jpg,Universal Pictures,1994-12-22,99423521.0,Released,Street Fighter,4.1
Christopher Lambert,Andrew Morahan,8011,26000000.0,Action,0110027,en,6.8666339999999995,/8ZeckjmtObR3QPjzSm4X656vFS2.jpg,Trans-Film,1994-11-29,36800000.0,Released,Highlander: The Final Dimension,4.5
Sam Neill,John Carpenter,2654,8000000.0,Horror,0113409,en,8.497643,/xgrCUFFimv5gom3X01KpLIPVt1E.jpg,New Line Cinema,1994-12-12,8946600.0,Released,In the Mouth of Madness,7.1
Daniel Day-Lewis,Martin Scorsese,10436,34000000.0,Drama,0106226,en,8.013617,/xdkFwyufgtTR4E9rk4CL2r4l00a.jpg,Columbia Pictures,1993-09-17,32255440.0,Released,The Age of Innocence,7.0
Kevin Bacon,Paul Michael Glaser,46094,17080000.0,Comedy,0109067,en,1.8962729999999999,/9DqFILk5EHGRpBF1nM0lcFkjEdC.jpg,Hollywood Pictures,1994-01-07,21011500.0,Released,The Air Up There,5.1
Eddie Murphy,John Landis,306,50000000.0,Action,0109254,en,11.787784,/tw9gAhqQcBFX0X0XfVbWqUsmzoU.jpg,Paramount Pictures,1994-05-24,119208989.0,Released,Beverly Hills Cop III,5.5
Gabrielle Anwar,Abel Ferrara,4722,13000000.0,Horror,0106452,en,6.559692999999999,/4GLnErLrLfban9JDCOsxB9Xeegq.jpg,Warner Bros.,1993-06-09,428868.0,Released,Body Snatchers,5.8
Robert De Niro,Robert De Niro,1607,22000000.0,Drama,0106489,en,6.115628,/wlYIwDwk53R4h0uMnpK1NAhHqdg.jpg,HBO Films,1993-09-14,17287898.0,Released,A Bronx Tale,7.4
Jason Priestley,John Whitesell,117553,13000000.0,Drama,0106505,en,1.316741,/lr24NrKyzKjkAtFOi0uveKeqfIE.jpg,Columbia Pictures,1993-09-03,2570145.0,Released,Calendar Girl,3.7
Al Pacino,Brian De Palma,6075,30000000.0,Action,0106519,en,8.698509,/tGPqPHuOCbyFxwllrYgKkPDu9xB.jpg,Universal Pictures,1993-11-10,36516012.0,Released,Carlito's Way,7.7
Sylvester Stallone,Renny Harlin,9350,70000000.0,Action,0106582,en,9.830853,/8XefYka77ypAnPJvaVlfUGBBs4a.jpg,TriStar Pictures,1993-05-28,255000211.0,Released,Cliffhanger,6.1
Bruce Willis,Richard Rush,2124,40000000.0,Drama,0109456,en,14.228963,/qvNWTJ8m65DDGr8olt1o39OQVkH.jpg,Hollywood Pictures,1994-08-19,19726050.0,Released,Color of Night,5.4
Jason London,Richard Linklater,9571,6900000.0,Comedy,0106677,en,6.8652,/ksw0G7zSM98rKZWNwl5EuEgpXpt.jpg,Gramercy Pictures,1993-09-24,7993039.0,Released,Dazed and Confused,7.4
Sylvester Stallone,Marco Brambilla,9739,57000000.0,Crime,0106697,en,11.626116,/k0PN3Ho12cGGIVJW7SCS7apLYaP.jpg,Silver Pictures,1993-10-08,159055768.0,Released,Demolition Man,6.4
Michael J. Fox,Barry Sonnenfeld,9024,30000000.0,Comedy,0106941,en,8.468869,/j6ETIHrcTYb6roZmnHhoQ0LDsu1.jpg,Universal Studios,1993-10-01,11146270.0,Released,For Love or Money,5.7
Tom Cruise,Sydney Pollack,37233,42000000.0,Drama,0106918,en,9.678367,/ykoBRyHWvP3akdo98UcIxWAHXeu.jpg,Paramount Pictures,1993-06-30,270248367.0,Released,The Firm,6.6
Jason James Richter,Simon Wincer,1634,20000000.0,Family,0106965,en,5.990572,/vIjiTSNA52VGGP9eeegNaMKXNhf.jpg,Canal Plus,1993-07-16,153698625.0,Released,Free Willy,6.0
Harrison Ford,Andrew Davis,5503,44000000.0,Adventure,0106977,en,10.089369999999999,/3gzLGFBoJM1xlNk0Ulzp0cJ6uPp.jpg,Warner Bros.,1993-08-06,368875760.0,Released,The Fugitive,7.2
Jason Patric,Walter Hill,35588,35000000.0,History,0107004,en,4.653462,/cipYLKXoT3PRPIccwUN47bZvYhO.jpg,Columbia Pictures,1993-12-10,18635620.0,Released,Geronimo: An American Legend,5.9
Jean-Claude Van Damme,John Woo,2019,18000000.0,Action,0107076,en,7.834351,/6WEu60V7EzncuFJSVmGJzhFvs4I.jpg,Universal Pictures,1993-08-20,74189677.0,Released,Hard Target,6.1
Charlie Sheen,Jim Abrahams,9255,25000000.0,Action,0107144,en,13.482370999999999,/oOXt9gmvsbnoNAx6s202GDTirfw.jpg,Twentieth Century Fox Film Corporation,1993-05-21,133752825.0,Released,Hot Shots! Part Deux,6.2
Clint Eastwood,Wolfgang Petersen,9386,40000000.0,Action,0107206,en,12.637158,/vXgWOXa7m3cEhOhYjR5q2UZCBBp.jpg,Castle Rock Entertainment,1993-07-08,176997168.0,Released,In the Line of Fire,6.8
Daniel Day-Lewis,Jim Sheridan,7984,13000000.0,Drama,0107207,en,7.405895,/22UfH59UppgMtDIMjD6DxhO8J2C.jpg,Universal Pictures,1993-12-12,65796862.0,Released,In the Name of the Father,7.6
Sam Neill,Steven Spielberg,329,63000000.0,Adventure,0107290,en,8.863776,/c414cDeQ9b6qLPLeKmiJuLDUREJ.jpg,Universal Pictures,1993-06-11,920100000.0,Released,Jurassic Park,7.6
Brad Pitt,Dominic Sena,10909,9000000.0,Thriller,0107302,en,8.4337,/2mKtsNtQ2yMZPrBL1wXWzolvxaZ.jpg,Propaganda Films,1993-09-01,2395231.0,Released,Kalifornia,6.5
Eric Stoltz,Roger Avary,507,1500000.0,Action,0110265,en,4.948569,/jAnpPlUUhBqztIfCfg3OKsTYMhu.jpg,Live Entertainment,1993-10-01,418961.0,Released,Killing Zoe,6.1
Arnold Schwarzenegger,John McTiernan,9593,85000000.0,Adventure,0107362,en,9.434006,/yeLurMF2Xy3nex17hBbxft6zGR0.jpg,Columbia Pictures Corporation,1993-06-18,137298489.0,Released,Last Action Hero,6.1
Woody Allen,Woody Allen,10440,13500000.0,Comedy,0107507,en,8.939404,/6y04YdXDoSNxiJ5g0h92NBiatyv.jpg,TriStar Pictures,1993-08-18,11285588.0,Released,Manhattan Murder Mystery,7.1
Tyrin Turner,Albert Hughes,9516,3500000.0,Drama,0107554,en,5.260924,/s1uQMgbK2tfaYltK6uDXU1xoYWA.jpg,New Line Cinema,1993-05-26,27900000.0,Released,Menace II Society,7.2
Kurt Russell,Stuart Baird,2320,55000000.0,Action,0116253,en,13.106291,/wmgkFuEr8bHRAgs1HS5U46Rzo0I.jpg,Silver Pictures,1996-03-15,121969216.0,Released,Executive Decision,5.8
Robin Williams,Chris Columbus,788,25000000.0,Comedy,0107614,en,11.16553,/jx4NvllNGN7o5bpIhcCMh26Xwaj.jpg,Twentieth Century Fox Film Corporation,1993-11-24,441286195.0,Released,Mrs. Doubtfire,7.0
Pat Morita,Christopher Cain,11231,12000000.0,Adventure,0110657,en,9.9697,/gu5SOBWsoxDy6mWKAkOt20zTXOb.jpg,Columbia Pictures Corporation,1994-07-18,15826984.0,Released,The Next Karate Kid,4.8
Ray Liotta,Martin Campbell,10447,20000000.0,Action,0110678,en,9.715187,/d2Q8jXe4dW4YKlemRb7oVlY6Msj.jpg,Columbia Pictures Corporation,1994-04-29,15340000.0,Released,No Escape,6.1
Kevin Costner,Clint Eastwood,9559,30000000.0,Crime,0107808,en,8.040589,/4gb38JSPBmAtFopC8vb20Paj20h.jpg,Malpaso Productions,1993-11-24,135130999.0,Released,A Perfect World,7.2
Tom Hanks,Jonathan Demme,9800,26000000.0,Drama,0107818,en,13.373006,/uyUSC7oX0alcAG9q6vke8WHGKkY.jpg,TriStar Pictures,1993-12-22,206678440.0,Released,Philadelphia,7.6
Holly Hunter,Jane Campion,713,7000000.0,Drama,0107822,en,7.436758,/yuGqa81ye11dDAeBZ9MResJSmoY.jpg,New South Wales Film & Television Office,1993-05-19,116700000.0,Released,The Piano,7.1
Janet Jackson,John Singleton,8291,14000000.0,Drama,0107840,en,6.972599000000001,/vfXuJbZucP2hgkuthwMyz1IEM8s.jpg,Columbia Pictures,1993-07-23,27515786.0,Released,Poetic Justice,6.9
Denis Leary,Ted Demme,10872,11000000.0,Comedy,0110955,en,5.868677,/njp8Vyx77uCJsGIwnIfu4zfBwFR.jpg,Touchstone Pictures,1994-03-09,11439193.0,Released,The Ref,6.7
Anthony Hopkins,James Ivory,1245,11500000.0,Drama,0107943,en,12.222576,/gvu4zaF0KeIRoZ5fVABQH3Wug3r.jpg,Columbia Pictures,1993-11-05,23237911.0,Released,The Remains of the Day,7.5
Danny DeVito,Penny Marshall,11858,40000000.0,Comedy,0110971,en,4.985157,/uaiykEOEFs91WclowDhsVYNdGfX.jpg,Cinergi Pictures Entertainment,1994-06-03,24332324.0,Released,Renaissance Man,5.9
Robert John Burke,Fred Dekker,5550,22000000.0,Action,0107978,en,8.685798,/9bRy74b1AZEJD5omzWPPAptPfa7.jpg,Orion Pictures,1993-04-17,10696210.0,Released,RoboCop 3,4.2
Cary Elwes,Mel Brooks,8005,20000000.0,Comedy,0107977,en,17.136672,/3pd3sdot0HfQTFzqgTUzaF4kcxP.jpg,Gaumont,1993-07-28,35739755.0,Released,Robin Hood: Men in Tights,6.4
Gary Oldman,Peter Medak,2088,11500000.0,Action,0107983,en,9.796318,/bb8Gtk8WlXkGzkwQuWspymr4if7.jpg,Working Title Films,1993-09-13,3275585.0,Released,Romeo Is Bleeding,5.7
Ashley Judd,Victor Nunez,47889,800000.0,Drama,0108000,en,0.941994,/aq5pptsg3ywtnZduKT7IfwGs1t2.jpg,Ruby in Paradise,1993-10-08,1001437.0,Released,Ruby in Paradise,5.6
Sean Astin,David Anspaugh,14534,12000000.0,Drama,0108002,en,5.914833,/lkimdKMignuOmaZ3SmEtpvBTbdQ.jpg,TriStar Pictures,1993-09-17,22750363.0,Released,Rudy,7.2
Liam Neeson,Steven Spielberg,424,22000000.0,Drama,0108052,en,41.725122999999996,/yPisjyLweCl1tbgwgtzBCNCBle.jpg,Universal Pictures,1993-11-29,321365567.0,Released,Schindler's List,8.3
Kathleen Turner,John Waters,11592,13000000.0,Comedy,0111127,en,5.305311,/rH1TpgzOuZcjf6SpNTVMLs9GZUm.jpg,Savoy Pictures,1994-04-13,7820688.0,Released,Serial Mom,6.4
Alec Baldwin,Russell Mulcahy,8850,25000000.0,Adventure,0111143,en,7.881107000000001,/uk2DdXqdGiFfF5PrvvadQHKES1o.jpg,Universal Pictures,1994-07-01,48063435.0,Released,The Shadow,5.4
Tom Hanks,Nora Ephron,858,21000000.0,Comedy,0108160,en,10.234919,/afkYP15OeUOD0tFEmj6VvejuOcz.jpg,TriStar Pictures,1993-06-24,227799884.0,Released,Sleepless in Seattle,6.5
Sharon Stone,Phillip Noyce,867,40000000.0,Drama,0108162,en,11.23297,/av21Dfu31DQPtp5jkorMMS58rQC.jpg,Paramount Pictures,1993-05-21,116300000.0,Released,Sliver,4.9
Harrison Ford,Ridley Scott,78,28000000.0,Science Fiction,0083658,en,96.272374,/p64TtbZGCElxQHpAMWmDHkWJlH2.jpg,Shaw Brothers,1982-06-25,33139618.0,Released,Blade Runner,7.9
Mike Myers,Thomas Schlamme,10442,20000000.0,Comedy,0108174,en,8.051914,/3dkBFXZKlpdVizQkaQzRQgsUlcL.jpg,TriStar Pictures,1993-07-30,11585483.0,Released,So I Married an Axe Murderer,6.1
Bob Hoskins,Annabel Jankel,9607,48000000.0,Adventure,0108255,en,7.198455,/bmv7fmcBFzjnJvirfAdZm75qERY.jpg,Hollywood Pictures,1993-05-28,20915465.0,Released,Super Mario Bros.,4.0
Ice-T,Ernest R. Dickerson,17585,7400000.0,Action,0111323,en,3.6446410000000005,/8SILtvmd0DCJeBTTWnwO7lur1S7.jpg,New Line Cinema,1994-04-15,7690013.0,Released,Surviving the Game,6.1
Charlie Sheen,Deran Sarafian,9057,50000000.0,Action,0111400,en,8.012225,/iPcXoYCuRu92mQy0wfUCp3wqnmb.jpg,Hollywood Pictures,1994-09-23,16478900.0,Released,Terminal Velocity,5.0
Danny Elfman,Henry Selick,9479,18000000.0,Fantasy,0107688,en,17.730913,/6oxkO1VgKCq74fNILKAg6t2dVEt.jpg,Tim Burton Productions,1993-10-09,75634409.0,Released,The Nightmare Before Christmas,7.6
Charlie Sheen,Stephen Herek,10057,30000000.0,Action,0108333,en,6.34785,/cQsjMRId7r61Nh0bwEtGzCvp9gS.jpg,Walt Disney Pictures,1993-11-11,53898845.0,Released,The Three Musketeers,6.2
Kurt Russell,George P. Cosmatos,11969,25000000.0,Action,0108358,en,11.338194,/xYVtxxQjY0ZT80mMu9kyz4A9QR6.jpg,Hollywood Pictures,1993-12-25,56505065.0,Released,Tombstone,7.4
Christian Slater,Tony Scott,319,12500000.0,Action,0108399,en,17.189328,/xBO8R3CZfrJ9rrwrZoJ68PgJyAR.jpg,Davis-Films,1993-09-09,12281551.0,Released,True Romance,7.5
Macaulay Culkin,Joe Johnston,15139,27000000.0,Fantasy,0110763,en,7.436000999999999,/yMnDgWeFQP903aPJvh5HAvyQycw.jpg,Twentieth Century Fox Film Corporation,1994-11-23,13670688.0,Released,The Pagemaster,6.2
Macaulay Culkin,Chris Columbus,771,18000000.0,Comedy,0099785,en,0.702543,/8IWPBT1rkAaI8Kpk5V3WfQRklJ7.jpg,Twentieth Century Fox Film Corporation,1990-11-09,476684675.0,Released,Home Alone,7.1
Patrick Swayze,Jerry Zucker,251,22000000.0,Fantasy,0099653,en,11.945397,/rtxy3cplRFPUvruZajpcoxOQ7bi.jpg,Paramount Pictures,1990-07-12,505000000.0,Released,Ghost,6.9
Scott Weinger,Ron Clements,812,28000000.0,Animation,0103639,en,16.357419,/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg,Walt Disney Pictures,1992-11-25,504050219.0,Released,Aladdin,7.4
Arnold Schwarzenegger,James Cameron,280,100000000.0,Action,0103064,en,22.661695,/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg,Lightstorm Entertainment,1991-07-01,520000000.0,Released,Terminator 2: Judgment Day,7.7
Kevin Costner,Kevin Costner,581,22000000.0,Adventure,0099348,en,11.654349,/hpmclspug1I8EwKSWhL7pWWltA.jpg,Tig Productions,1990-11-09,424208848.0,Released,Dances with Wolves,7.6
Jack Nicholson,Tim Burton,268,35000000.0,Fantasy,0096895,en,19.10673,/kBf3g9crrADGMc2AMAMlLBgSm2h.jpg,PolyGram Filmed Entertainment,1989-06-23,411348924.0,Released,Batman,7.0
Jodie Foster,Jonathan Demme,274,19000000.0,Crime,0102926,en,4.307222,/qjAyTj2BSth1EQ89vNfo0JYVPFN.jpg,Orion Pictures,1991-02-01,272742922.0,Released,The Silence of the Lambs,8.1
Adriana Caselotti,David Hand,408,1488423.0,Fantasy,0029583,en,16.263878,/wbVGRBYPRRahIZNGXY9TfHDUSc2.jpg,Walt Disney Productions,1937-12-20,184925486.0,Released,Snow White and the Seven Dwarfs,6.9
Paige O'Hara,Gary Trousdale,10020,25000000.0,Romance,0101414,en,23.433511,/b9QJr2oblOu1grgOMUZF1xkUJdh.jpg,Walt Disney Pictures,1991-11-13,377350553.0,Released,Beauty and the Beast,7.5
Mel Blanc,Hamilton Luske,10895,2600000.0,Animation,0032910,en,14.202283999999999,/7HI8FD4glaWdYqCF0kReT1N56Bi.jpg,RKO Radio Pictures,1940-02-23,84300000.0,Released,Pinocchio,6.9
Julia Roberts,Garry Marshall,114,14000000.0,Romance,0100405,en,13.348451,/fgmdaCMxXClZm2ePteLzCPySB1n.jpg,Touchstone Pictures,1990-03-23,463000000.0,Released,Pretty Woman,7.0
William Holden,Sam Peckinpah,576,6244087.0,Adventure,0065214,en,11.722424,/zZhp7p8qvfVrSLKpOFHcKjpEj8f.jpg,Warner Brothers/Seven Arts,1969-06-17,638641.0,Released,The Wild Bunch,7.7
William H. Macy,Joel Coen,275,7000000.0,Crime,0116282,en,12.61469,/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg,PolyGram Filmed Entertainment,1996-04-05,60611975.0,Released,Fargo,7.7
Bruce Ramsay,Kevin Yagher,8766,4000000.0,Horror,0116514,en,5.263187,/gw8wzitvvPUX7pK6a56KPDbxFqB.jpg,Miramax Films,1996-03-08,16675000.0,Released,Hellraiser: Bloodline,4.9
Phil Harris,Wolfgang Reitherman,10112,4000000.0,Animation,0065421,en,9.834047,/3LudCahifOrueMklYBxAXY2wpBg.jpg,Walt Disney Productions,1970-12-23,55675257.0,Released,The Aristocats,7.1
Richard Gere,Gregory Hoblit,1592,30000000.0,Crime,0117381,en,10.326213000000001,/jaDUxqDju6zqoADVKvZo2OunoRC.jpg,Paramount Pictures,1996-04-03,102616183.0,Released,Primal Fear,7.4
Theresa Randle,Spike Lee,61752,12000000.0,Comedy,0116414,en,4.405169,/iy0w5k8icgoBpbTi9JLqUiTSeCU.jpg,Fox Searchlight Pictures,1996-03-22,4939939.0,Released,Girl 6,5.7
Denzel Washington,Edward Zwick,10684,46000000.0,Drama,0115956,en,11.595316,/lPAzGRgc2afaGsYwFX7Iez8gzmq.jpg,Twentieth Century Fox Film Corporation,1996-07-04,100860818.0,Released,Courage Under Fire,6.2
Tom Cruise,Brian De Palma,954,80000000.0,Adventure,0117060,en,15.793477,/vmj2PzTLC6xJvshpq8SlaYE3gbd.jpg,Paramount Pictures,1996-05-22,457696359.0,Released,Mission: Impossible,6.7
Dennis Quaid,Rob Cohen,8840,57000000.0,Fantasy,0116136,en,23.636589999999998,/5bqI54aIyPDzPKkScwJprzbAsIi.jpg,Universal Pictures,1996-05-31,115267375.0,Released,DragonHeart,6.4
Miriam Margolyes,Henry Selick,10539,38000000.0,Adventure,0116683,en,13.217623000000001,/fDfgO1jkPAIX9ZbXka9XcOfDWl3.jpg,Walt Disney Pictures,1996-04-12,28921264.0,Released,James and the Giant Peach,6.2
Cher,Paul Mazursky,47502,13000000.0,Comedy,0116269,en,1.2968620000000002,/hGimJZmyw8SR27dxCoK6xIHiqKx.jpg,New Line Cinema,1996-04-03,9789900.0,Released,Faithful,4.8
Michael Jordan,Joe Pytka,2300,80000000.0,Animation,0117705,en,11.054250999999999,/bJhVLribUKCrKv1h1WFqv4QmRWM.jpg,Warner Bros. Family Entertainment,1996-11-15,250200000.0,Released,Space Jam,6.5
Jane Fonda,Roger Vadim,8069,9000000.0,Science Fiction,0062711,en,14.304205,/fntrx2BzHkdSNFe5jkgP09XsK7g.jpg,Paramount Pictures,1968-10-10,2500000.0,Released,Barbarella,5.7
Shirley MacLaine,Richard Benjamin,40001,25000000.0,Comedy,0117104,en,9.1861,/4XNWsXCv7vY04RzxyUrN7zWHlxU.jpg,TriStar Pictures,1996-04-19,10070000.0,Released,Mrs. Winterbourne,5.5
Jean-Claude Van Damme,Jean-Claude Van Damme,9103,30000000.0,Action,0117420,en,7.941972,/z05SPecyjaryEedxX9noKQdqIFH.jpg,Universal Pictures,1996-04-19,57400547.0,Released,The Quest,5.3
Joey Lawrence,George Scribner,12233,31000000.0,Animation,0095776,en,10.813578999999999,/m54pXsIUy3IJoaGhk3RwKsZQPG8.jpg,Walt Disney Pictures,1988-11-18,74151346.0,Released,Oliver & Company,6.5
Elijah Wood,Alan Shapiro,36355,25530000.0,Adventure,0116322,en,4.5570059999999994,/eq1JsckI4W8m0ozFglRLPkoopkZ.jpg,Universal Pictures,1996-05-17,20080020.0,Released,Flipper,5.3
Juliette Binoche,Jean-Paul Rappeneau,11876,35000000.0,War,0113362,en,1.690768,/uT9rty5z1lyI7C0ScwS7XPX0pZX.jpg,France 2 Cinéma,1995-09-20,15000000.0,Released,The Horseman on the Roof,6.7
Robin Tunney,Andrew Fleming,9100,15000000.0,Drama,0115963,en,12.860385,/5QoAIazIjidUcnD4Vggvmvg42NW.jpg,Columbia Pictures,1996-05-03,24769466.0,Released,The Craft,6.3
Fred Williamson,Larry Cohen,40507,4800000.0,Action,0117260,en,0.343579,/fhTctx0RXY51rtLTcglwvhU1106.jpg,Po' Boy Productions,1996-05-10,3014000.0,Released,Original Gangstas,5.5
Sean Connery,Michael Bay,9802,75000000.0,Action,0117500,en,13.249823999999998,/pAVaLJQBRM4JlZEGXvezwbxOd15.jpg,Hollywood Pictures,1996-06-06,335062621.0,Released,The Rock,6.9
Helen Hunt,Jan de Bont,664,92000000.0,Action,0117998,en,8.739144,/tKdDCkmb6obEhWEMLgGUUz5nDNs.jpg,Universal Pictures,1996-05-10,494471524.0,Released,Twister,6.1
Charlie Sheen,David Twohy,10547,25000000.0,Action,0115571,en,6.497591000000001,/7K7NExClVGDQMaHzj7gwx4mcJ40.jpg,Live Entertainment,1996-05-31,14048372.0,Released,The Arrival,6.1
Peter Sellers,Stanley Kubrick,935,1800000.0,Drama,0057012,en,9.803980000000001,/tviJ68Wj4glQk3CPMvdvExYHxX.jpg,Hawk Films,1964-01-29,9440272.0,Released,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0
Billy Zane,Simon Wincer,9826,45000000.0,Adventure,0117331,en,8.079541,/8k8RSMkmGR9Lp6FbKtithM3KIQb.jpg,Paramount Pictures,1996-06-06,17300889.0,Released,The Phantom,4.7
Demi Moore,Andrew Bergman,9879,50000000.0,Drama,0117765,en,11.341502,/9ghJrXb6ja0yz5ITSsBHx64RLlX.jpg,Columbia Pictures,1996-06-28,113309743.0,Released,Striptease,4.4
Robin Williams,Francis Ford Coppola,7095,45000000.0,Comedy,0116669,en,6.2872449999999995,/nOgHa5ggt6vbmIuoNW7exrJQJq9.jpg,American Zoetrope,1996-08-09,58620973.0,Released,Jack,5.9
Ewan McGregor,Danny Boyle,627,4000000.0,Drama,0117951,en,19.348466000000002,/p1O3eFsdb0GEIYu87xlwV7P4jM1.jpg,Miramax Films,1996-02-23,16491080.0,Released,Trainspotting,7.8
Will Smith,Roland Emmerich,602,75000000.0,Action,0116629,en,17.634197,/bqLlWZJdhrS0knfEJRkquW7L8z2.jpg,Twentieth Century Fox Film Corporation,1996-06-25,816969268.0,Released,Independence Day,6.7
Robert De Niro,Tony Scott,9566,55000000.0,Drama,0116277,en,12.202063,/fdW8T9kkYlPyOGh0V5eodFr8SQq.jpg,TriStar Pictures,1996-08-15,18626419.0,Released,The Fan,5.7
Tom Hulce,Gary Trousdale,10545,100000000.0,Drama,0116583,en,13.553999,/gpMXF2Bp7GHTT8GbMgf7yuBEyuV.jpg,Walt Disney Pictures,1996-06-21,100138851.0,Released,The Hunchback of Notre Dame,6.8
Jim Carrey,Ben Stiller,9894,47000000.0,Comedy,0115798,en,7.586577,/mqb62jLrlrT6XS1rR8cprtEW2Z6.jpg,Columbia Pictures Corporation,1996-06-10,102825796.0,Released,The Cable Guy,5.7
Woody Harrelson,Bobby Farrelly,11543,27000000.0,Comedy,0116778,en,11.633347,/l2LObt7s0hakFi9ga6tOKMqKkuo.jpg,Motion Picture Corporation of America,1996-07-04,25023434.0,Released,Kingpin,6.7
Arnold Schwarzenegger,Chuck Russell,9268,100000000.0,Action,0116213,en,6.919314,/bmOG5k07nrnS8T49NVPM1LnrOf1.jpg,Kopelson Entertainment,1996-06-21,242295562.0,Released,Eraser,5.6
